"dates","title","ressort"
2021-09-25,"St. Pauli gewinnt beim KSC, Holstein Kiel stürzt Spitzenreiter Paderborn","Sport"
2021-09-20,"Der Makel der Unterhaltungskünstler","Sport"
2021-09-19,"Juventus rutscht auf Abstiegsplatz ab","Sport"
2021-09-19,"Leverkusen gewinnt trotz einer Stunde in Unterzahl in Stuttgart","Sport"
2021-09-18,"Ihr größter Gegner sind sie selbst","Sport"
2021-09-18,"Rooney-Klub Derby County muss Insolvenz anmelden","Sport"
2021-09-16,"Nur noch Mitläufer","Sport"
2021-09-15,"Liverpool dreht Partie gegen Milan, Messi und PSG erleben Enttäuschung","Sport"
2021-09-15,"Drei Treffer von Nkunku genügen nicht – Leipzig verliert Neun-Tore-Spiel in Manchester","Sport"
2021-09-15,"Der BVB gewinnt bei Beşiktaş – dank Bellingham und Haaland","Sport"
2021-09-15,"Im Sturzflug","Sport"
2021-09-14,"FC Bayern gewinnt deutlich bei einem schwachen FC Barcelona","Sport"
2021-09-14,"Vier Elfmeter bei Sevilla gegen Salzburg – Young Boys überraschen United","Sport"
2021-09-14,"Als Spieler war er ein Star, jetzt trainiert er den größten Außenseiter","Sport"
2021-09-14,"Kuntz soll türkischer Nationaltrainer werden","Sport"
2021-09-14,"Wie ausgewechselt","Sport"
2021-09-13,"Zahl der Corona-Infizierten nach »2G«-Party in Münster steigt weiter auf 63","Wissenschaft"
2021-09-12,"Hertha nutzt Bochumer Abwehrgeschenke zum ersten Saisonsieg","Sport"
2021-09-12,"Matchwinner Terodde. Wer sonst?","Sport"
2021-09-12,"Sie gewinnen – aber sie gewinnen nicht auf seine Weise","Sport"
2021-09-11,"Ronaldo kehrt ins Old Trafford zurück – und trifft gleich doppelt","Sport"
2021-09-11,"Aderlass mit Achselzucken","Sport"
2021-09-11,"Als Djoković ihm die Seele raubte","Sport"
2021-09-10,"»Kaputt-Kaufen« als netter Nebeneffekt","Sport"
2021-09-09,"Was Sie zum Start der neuen Football-Saison wissen müssen","Sport"
2021-09-08,"DFB-Elf schlägt auch Island und baut Tabellenführung aus","Sport"
2021-09-08,"Überragende Almuth Schult rettet Wolfsburg die Champions League","Sport"
2021-09-06,"Die Corona-Posse von São Paulo","Sport"
2021-09-01,"Wenn der Impfstatus zum Problem wird","Sport"
2021-08-30,"Hütters Fehlstart","Sport"
2021-08-29,"Bremen gelingt erster Heimsieg seit Februar, Spitzenreiter Regensburg unterliegt St. Pauli","Sport"
2021-08-28,"Souveräne Bayern machen den Fehlstart von Hertha perfekt","Sport"
2021-08-27,"Aufmerksamkeit, bitte!","Sport"
2021-08-26,"FC Bayern bekommt es mit Barça zu tun, Leipzig mit Messi","Sport"
2021-08-26,"Vierte Welle breitet sich laut RKI unter Jüngeren aus","Wissenschaft"
2021-08-25,"Warum viele Fans der Bundesliga fernbleiben","Sport"
2021-08-22,"Wiedersehen macht Tore","Sport"
2021-08-22,"Hoffenheim dreht gegen Union Berlin einen Rückstand – und gewinnt doch nicht","Sport"
2021-08-22,"Memphis rettet Barcelona einen Punkt in Bilbao","Sport"
2021-08-21,"Es ist eben nie leicht, in Freiburg zu spielen","Sport"
2021-08-21,"Chaos in Kabul – Elitesoldaten als letzte Rettung","Politik"
2021-08-20,"Leipzig lässt Stuttgart keine Chance","Sport"
2021-08-19,"Ganz anders als die Champions League – und deshalb gut","Sport"
2021-08-18,"Nagelsmanns Erlösung","Sport"
2021-08-17,"Marco Reus – der Profiteur des Wandels","Sport"
2021-08-15,"Ein Stürmer, der seiner Zeit weit voraus war","Sport"
2021-08-13,"Wo Ungeimpfte bald nicht mehr rein dürfen","Panorama"
2021-08-13,"Sind Sie fit für den Bundesliga-Start?","Sport"
2021-08-12,"Alles, was Sie zum Bundesligastart wissen müssen","Sport"
2021-08-12,"USA planen dritte Impfung für immungeschwächte Menschen","Wissenschaft"
2021-08-11,"Wie viele dürfen ins Stadion – und wer?","Sport"
2021-08-07,"Fürth scheidet als erster Bundesligist im Pokal aus","Sport"
2021-08-06,"Wo läuft's?","Sport"
2021-08-02,"70 Prozent aller Erwachsenen in den USA mindestens einmal geimpft","Wissenschaft"
2021-07-23,"NFL will Corona-infizierten Spielern das Gehalt streichen","Sport"
2021-07-07,"Journalisten unter Feuer","Politik"
2021-07-07,"Neuer bleibt Kapitän, Sané bekommt Rückendeckung","Sport"
2021-06-29,"Die Eigentore werden immer absurder","Sport"
2021-06-26,"Das Wichtigste zum Achtelfinale Italien gegen Österreich","Sport"
2021-06-25,"Bayern München startet bei Borussia Mönchengladbach in die Saison","Sport"
2021-06-23,"Emil und die Defensive","Sport"
2021-06-23,"Diese Teams sind bereits im Achtelfinale","Sport"
2021-06-22,"»Ich finde es beschämend, dass die Uefa uns verbietet, ein Zeichen zu setzen«","Sport"
2021-06-21,"Die Finnen dürfen noch ein wenig hoffen","Sport"
2021-06-21,"Tränen bei Pandev, erneuter Offensivwirbel bei Oranje","Sport"
2021-06-21,"Eine Ecke reicht Österreich gegen die Ukraine zum Einzug ins Achtelfinale","Sport"
2021-06-20,"Tritte, Schläge und ein Harnröhrenriss – als ein Fußballspiel zur Schande wurde","Sport"
2021-06-19,"Ein kleines Sommermärchen","Sport"
2021-06-19,"München will EM-Stadion in Regenbogenfarben","Politik"
2021-06-19,"Punktsieger Schottland","Sport"
2021-06-18,"Harmlose Engländer enttäuschen im Prestigeduell","Sport"
2021-06-18,"Eine der grandiosesten Rivalitäten des Sports","Sport"
2021-06-17,"Kevin allein zu gut","Sport"
2021-06-17,"Dänemark trifft nach 99 Sekunden – aber De Bruyne dreht das Spiel","Sport"
2021-06-17,"So kann das deutsche Team das Achtelfinale erreichen","Sport"
2021-06-16,"Italien erreicht als erstes Team das Achtelfinale","Sport"
2021-06-16,"Russland schlägt Finnland und hofft wieder aufs Achtelfinale","Sport"
2021-06-15,"1990 war der Fußball noch in Ordnung","Politik"
2021-06-15,"Von Torjägern und solchen, die es werden wollen","Sport"
2021-06-14,"Das Wichtigste zum Spiel Schottland gegen Tschechien","Sport"
2021-06-13,"Bitte nur sportliche Fragen!","Sport"
2021-06-12,"Über diesen Punkt freut sich nur Wales","Sport"
2021-06-07,"So wollen sich die FC-Bayern-Frauen an der Spitze halten","Sport"
2021-06-03,"Inzaghi übernimmt Inter - und er kann auf Lukaku setzen","Sport"
2021-06-03,"Spielplan, Stadien, Ergebnisse","Sport"
2021-06-02,"Das Ende für den KFC Uerdingen steht fest","Sport"
2021-06-02,"Schlammschlacht in Tirol – und was Dennis Aogo damit zu tun hat","Sport"
2021-06-02,"Frankreich will ab Monatsmitte auch Jugendliche impfen","Wissenschaft"
2021-06-01,"Werder Bremen holt Trainer Anfang aus Darmstadt","Sport"
2021-06-01,"Nicht mittendrin, aber auch nicht außen vor","Sport"
2021-06-01,"Kobel wird Dortmunder, García kehrt zum FC Barcelona zurück","Sport"
2021-06-01,"Schweden erstmals seit 84 Jahren nicht unter den besten acht Teams","Sport"
2021-05-31,"Was sich Guardiola bei seiner Finaltaktik gedacht hat","Sport"
2021-05-30,"Die fast tragische Rückkehr der Almuth Schult","Sport"
2021-05-30,"1. FC Köln trennt sich von Horst Heldt","Sport"
2021-05-29,"Hoch geflogen statt tief gefallen","Sport"
2021-05-26,"Inter Mailand und Meistertrainer Conte trennen sich","Sport"
2021-05-26,"Kiel überrascht in Köln und hat die erste Liga vor Augen","Sport"
2021-05-26,"Dieser Klub kann zum kleinsten Europacupsieger der Geschichte werden","Sport"
2021-05-26,"Auf dem Zahnfleisch gen Bundesliga","Sport"
2021-05-24,"Die bayerische Queen","Sport"
2021-05-24,"»Der Franken-Meister is dann amohl wech!«","Sport"
2021-05-23,"Lille holt den Titel, Neymar verschießt kuriosen Elfmeter","Sport"
2021-05-23,"Neapel patzt, Juventus schafft es doch in die Champions League","Sport"
2021-05-23,"Schmeichels Eigentor kostet Leicester die Champions League","Sport"
2021-05-23,"Bochum und Fürth steigen auf, Kiel muss in die Relegation","Sport"
2021-05-23,"Bayerns Fußballerinnen noch einen Punkt vom Titel entfernt","Sport"
2021-05-22,"Grün ist die Farbe der Trauer","Sport"
2021-05-22,"Fans von Hansa Rostock werfen Feuerwerkskörper und Flaschen – Polizist verletzt","Sport"
2021-05-22,"Suárez schießt Atlético Madrid im Fernduell zum Titel","Sport"
2021-05-22,"Kölle alive","Sport"
2021-05-22,"Keeper Bürki lässt Lars Bender zum Abschied einen Elfmeter einschieben","Sport"
2021-05-22,"Bayern schenkt Flick Sieg zum Abschied, Union kommt in Conference League","Sport"
2021-05-22,"Lewandowski bricht legendäre Müller-Bestmarke – in der 90. Minute","Sport"
2021-05-22,"Hansa Rostock kehrt nach neun Jahren in die zweite Liga zurück","Sport"
2021-05-22,"Werder Bremen steigt ab, Köln rettet sich in die Relegation","Sport"
2021-05-21,"Ich spiele in einer anderen Liga","Netzwelt"
2021-05-21,"Zwei Kämpfer","Sport"
2021-05-20,"Wer steigt ab – und wer darf in die Conference League?","Sport"
2021-05-19,"Ein Bundestrainer, der über seinen Schatten springt","Politik"
2021-05-19,"Sami Khedira beendet seine Karriere","Sport"
2021-05-17,"Toni Kroos positiv auf Corona getestet","Sport"
2021-05-17,"Fan-Rückkehr bei Union Berlin – bis zu 2000 Zuschauer erwartet","Sport"
2021-05-17,"Wohlfühlklub Hamburger SV","Sport"
2021-05-17,"Marathon in New York findet in diesem Jahr statt","Wissenschaft"
2021-05-16,"Leipzig ist Vizemeister, Wolfsburg in der Champions League","Sport"
2021-05-16,"Dortmund stürmt in die Champions League","Sport"
2021-05-16,"Der Hamburger SV steigt schon wieder nicht in die Bundesliga auf","Sport"
2021-05-16,"Im Stadion der Aufstieg, draußen ein Massenauflauf","Sport"
2021-05-16,"Der Absturz","Sport"
2021-05-16,"Werder-Stadionsprecher Zeigler will sich bei Facebook abmelden","Sport"
2021-05-16,"Kohfeldt muss gehen – Schaaf soll Werder Bremen vor dem Abstieg retten","Sport"
2021-05-15,"Um ein Tor besseres Torverhältnis – Beşiktaş holt den Titel vor Galatasaray","Sport"
2021-05-15,"Der ewige Lewandowski","Sport"
2021-05-15,"Alles Müller, ... oder was?","Sport"
2021-05-15,"Niederlage auf Schalke – Frankfurt verspielt wohl die Königsklasse","Sport"
2021-05-15,"Augsburg und Hertha sichern sich den Klassenerhalt","Sport"
2021-05-15,"Bayern-Stürmer Lewandowski stellt legendäre Bestmarke von Gerd Müller ein","Sport"
2021-05-15,"Die Chaos-Liga, die spannender nicht sein könnte","Sport"
2021-05-14,"Herzenssache 39","Sport"
2021-05-12,"FC Barcelona patzt im Titelkampf","Sport"
2021-05-11,"Manchester City zum siebten Mal Englischer Meister","Sport"
2021-05-10,"Hrubesch lässt den HSV wieder auf den Aufstieg hoffen","Sport"
2021-05-09,"Hrustić rettet Frankfurt im Sitzen einen Punkt","Sport"
2021-05-09,"Wo die Bayern um den Titel noch kämpfen müssen","Sport"
2021-05-09,"Paderborn gewinnt in Aue 8:3","Sport"
2021-05-08,"Sancho schießt den BVB im Topspiel gegen Leipzig zum Sieg","Sport"
2021-05-07,"Augsburg steigert sich unter Weinzierl – und verliert wieder","Sport"
2021-05-07,"»Fußballfans stehen seit jeher unter Dauerbeobachtung der Sicherheitsbehörden«","Sport"
2021-05-05,"Spahn will für AstraZeneca-Impfstoff Priorisierung aufheben","Wissenschaft"
2021-05-01,"Manchester City vor siebtem Meistertitel","Sport"
2021-04-30,"Endspiel im Halbfinale","Sport"
2021-04-27,"Draisaitl ist bester deutscher Scorer der NHL-Geschichte","Sport"
2021-04-27,"Drei Tore in acht Minuten – Darmstadt dreht Partie gegen Aufstiegskandidat Bochum","Sport"
2021-04-26,"Augsburg trennt sich von Trainer Herrlich","Sport"
2021-04-25,"FC Bayern soll mit Leipzig wegen Nagelsmann in Gesprächen sein","Sport"
2021-04-25,"Nationaltorhüterin Schult feiert Comeback nach 721 Tagen","Sport"
2021-04-24,"Mainz, wie es siegt und lacht","Sport"
2021-04-24,"Die Ein-Mann-Super-League","Sport"
2021-04-22,"Ambrosius köpft den Ball ins eigene Tor – HSV verliert in Sandhausen","Sport"
2021-04-22,"Das wird ein harter Abstiegskampf","Sport"
2021-04-22,"Auf Wolke sieben mit Jonas Hector","Sport"
2021-04-20,"Schalke 04 steht als erster Absteiger fest","Sport"
2021-04-20,"Leipzig verzweifelt an Jonas Hector – und muss den Meistertraum wohl aufgeben","Sport"
2021-04-20,"Große Gesten, gutes Herz","Sport"
2021-04-17,"Wieder Spannung in der Frauen-Bundesliga","Sport"
2021-04-17,"Bayern bauen Tabellenführung aus, Hütter verliert bei seinem neuen Klub","Sport"
2021-04-17,"Wann steht Schalkes Abstieg fest?","Sport"
2021-04-16,"Fürth punktet für den Aufstieg, Braunschweig für den Klassenerhalt","Sport"
2021-04-16,"Schwangere sollen in Großbritannien nur noch mit Moderna und Pfizer geimpft werden","Wissenschaft"
2021-04-15,"Trainer Dárdai und Lukébakio positiv getestet – Spiel gegen Mainz soll stattfinden","Sport"
2021-04-14,"Exzellenter Erstkontakt","Sport"
2021-04-11,"1. FC Köln rutscht auf einen Abstiegsrang","Sport"
2021-04-11,"Augsburger Torwartfehler ausgenutzt – Schalke feiert zweiten Saisonsieg","Sport"
2021-04-11,"»Elf mutwillige Fehlentscheidungen« – Flyeralarm will Verträge mit DFB kündigen","Sport"
2021-04-10,"Mit schwerem Gepäck nach Paris","Sport"
2021-04-10,"Newcomer Knauff rettet Dortmunder Sieg in Stuttgart","Sport"
2021-04-10,"0:3 in Paderborn – Bochum kann Fehltritt des HSV nicht nutzen","Sport"
2021-04-08,"Pariser Geistliche nach Ostermesse ohne Abstand festgenommen","Wissenschaft"
2021-04-07,"Fuss künftig für Sat.1 am Ball","Kultur"
2021-04-06,"Karlsruher SC in Quarantäne – 2. Bundesliga droht Terminproblem","Sport"
2021-04-05,"Diesen Klub will man nicht verlassen. Oder?","Sport"
2021-04-03,"FC Bayern gewinnt in Leipzig – und marschiert Richtung Titel","Sport"
2021-04-03,"Die erste Niederlage für Tuchel ist gleich eine heftige","Sport"
2021-04-03,"Oberlehrer Steinmeier, Schülerin Merkel","Politik"
2021-04-02,"Ein »dreckiges Dutzend« schreibt Geschichte","Sport"
2021-03-30,"Ins Ziel gezittert","Sport"
2021-03-30,"Elfmeter verschossen, Sieg vergeben, Viertelfinale erreicht","Sport"
2021-03-28,"Tor zu hoch – Länderspiel startet mit Verspätung","Sport"
2021-03-28,"Und Hoeneß sagte: »Verarschen kann ich mich selber«","Sport"
2021-03-25,"Der Sündenfall des Weltfußballs","Sport"
2021-03-23,"Der geborgte Trainer soll den Niedergang stoppen","Sport"
2021-03-23,"Kubas Bester darf endlich spielen","Sport"
2021-03-23,"Putin erhält erste Spritze gegen Corona","Wissenschaft"
2021-03-22,"Seid furchtlos, Abstiegskandidaten","Sport"
2021-03-21,"4:2 im Spitzenspiel – Paris erobert die Tabellenführung zurück","Sport"
2021-03-21,"West Ham schießt fünf Tore und spielt doch nur unentschieden gegen Arsenal","Sport"
2021-03-20,"Der Mann, der selbst den Torpfosten zum Zerbrechen brachte","Sport"
2021-03-20,"Jetzt zittern sie sogar vor Schalke","Sport"
2021-03-19,"Sabitzer macht den Bayern Druck","Sport"
2021-03-18,"Hansa Rostock darf vor Zuschauern spielen","Sport"
2021-03-16,"Messi trifft doppelt – und ist wie Xavi Rekordspieler","Sport"
2021-03-12,"Hoch im Westen","Sport"
2021-03-08,"Der Ober-Hammer","Sport"
2021-03-07,"Atlético hält sich Real auf Abstand","Sport"
2021-03-06,"Die Meisterschaftsbewerbung","Sport"
2021-03-06,"Die Bayern machen was draus","Sport"
2021-03-06,"Fußball-WM-Qualifikationsspiele in Südamerika abgesagt","Sport"
2021-03-01,"Raketen auf dem Kiez","Sport"
2021-03-01,"Die Verunsicherten","Sport"
2021-03-01,"Oh Brüder, wo seid ihr?","Sport"
2021-02-28,"Tuchel macht sich Freunde","Sport"
2021-02-27,"Lieber keine Nachrichten lesen","Sport"
2021-02-27,"Bochum und Kiel gewinnen, Fürth lässt Punkte liegen","Sport"
2021-02-22,"Warum Schalke sportlich keine Chance mehr auf den Klassenerhalt hat","Sport"
2021-02-21,"Dank Sabitzers Traumtor – Leipzig macht den Bayern Druck","Sport"
2021-02-20,"Frankfurt schlägt die Bayern und macht die Liga wieder spannend","Sport"
2021-02-19,"Bochum muss auf Fehler der Aufstiegs-Konkurrenz hoffen","Sport"
2021-02-17,"Wieder ein bisschen Dampfwalze","Sport"
2021-02-16,"Schalke trennt sich zum Saisonende von Sportvorstand Schneider","Sport"
2021-02-16,"Die Liga spielt unentschieden","Sport"
2021-02-15,"Mainzer Dreigestirn","Sport"
2021-02-14,"Natürlich wieder Silva – Frankfurt siegt weiter","Sport"
2021-02-13,"Hart sind die Zeiten, und hart ist das Spiel","Sport"
2021-02-12,"Den FC Augsburg geschlagen, Upamecano verloren","Sport"
2021-02-12,"»Wir fühlen uns wie der Fußabtreter«","Sport"
2021-02-12,"Das schmutzige Geschäft mit dem Amateurfußball","Sport"
2021-02-09,"»Wir gucken gar nicht mehr auf die Tabelle«","Sport"
2021-02-08,"Nach Morddrohungen – Schiedsrichter setzt einen Spieltag aus","Sport"
2021-02-07,"Guardiolas Evolution","Sport"
2021-02-06,"Auf Erste-Hälfte-Lethargie folgt Nach-der-Pause-Phlegma","Sport"
2021-02-06,"Rot, Elfmeter, Eigentor – Nürnberg gegen Darmstadt im Glück","Sport"
2021-02-03,"Außenseiter Brighton besiegt Meister Liverpool","Sport"
2021-02-03,"Zverev startet erfolgreich in die Saison","Sport"
2021-02-02,"Rot für Luiz, Rot für Leno – nächster Rückschlag für Arsenal","Sport"
2021-02-02,"»Für die aktive Fanszene ist der Fixpunkt verloren gegangen«","Sport"
2021-01-31,"St. Pauli muss dreimal einen Ausgleich hinnehmen – und siegt doch noch","Sport"
2021-01-31,"Neues Schalke gegen altes Schalke","Sport"
2021-01-30,"Der HSV lernt aus seinen Fehlern","Sport"
2021-01-29,"Düsseldorfs miese englische Woche","Sport"
2021-01-29,"Premier League führt zusätzliche Wechsel bei Kopfverletzungen ein","Sport"
2021-01-29,"Liverpool gewinnt bei den Spurs","Sport"
2021-01-26,"Verzweiflungstat mit guter Prognose","Sport"
2021-01-25,"Die Rudelbildung","Sport"
2021-01-24,"Der Norden gewinnt","Sport"
2021-01-23,"AC Mailand verliert 0:3 und ist trotzdem Hinrundenmeister","Sport"
2021-01-23,"Hertha-Krise ist, wenn nicht mal der Elfmeter reingeht","Sport"
2021-01-23,"Bayern-Verfolger straucheln, Frankfurter Lauf geht weiter","Sport"
2021-01-20,"Gegentreffer, wie gemalt für den Abstiegskampf","Sport"
2021-01-20,"Tabellenletzter Schalke verliert in der Nachspielzeit","Sport"
2021-01-20,"Die passende Mannschaft zur Stadt","Sport"
2021-01-19,"Der BVB lässt sich in Leverkusen auskontern","Sport"
2021-01-19,"Elvedis Tor lässt die Sturmsorgen vergessen","Sport"
2021-01-19,"AC Mailand verpflichtet Ex-Bayer Mandžukić","Sport"
2021-01-17,"Der Sprint ins Bayern-Herz","Sport"
2021-01-17,"Auf den Spuren der Meisterelf von 2010","Sport"
2021-01-17,"De Bruyne assistiert, Gündoğan schlenzt, City überholt Liverpool","Sport"
2021-01-17,"Die 200 hat zwei Nullen","Sport"
2021-01-17,"Vater Abraham","Sport"
2021-01-17,"Jović feiert die perfekte Rückkehr zur Eintracht","Sport"
2021-01-17,"Auch gegen Freiburg muss der FC Bayern bangen – doch er gewinnt","Sport"
2021-01-16,"Reus vergibt BVB-Sieg per Strafstoß","Sport"
2021-01-16,"Nach 14 sieglosen Partien – St. Pauli gewinnt durch Treffer in der Nachspielzeit","Sport"
2021-01-15,"Ein Krake inmitten des Chaos","Sport"
2021-01-15,"1:1, 89. Minute – dann kam Huntelaar","Sport"
2021-01-13,"Portugal geht in den Lockdown","Wissenschaft"
2021-01-11,"Stindl gehört in die Nationalmannschaft","Sport"
2021-01-10,"Balljagdfieber bei Ajax und Eindhoven","Sport"
2021-01-09,"Hummels, Hummels – Kampf, Kampf","Sport"
2021-01-09,"Tasmania bleibt ungeschlagen","Sport"
2021-01-09,"Vier Tore gegen Hoffenheim – Harit und Hoppe machen Schalke froh","Sport"
2021-01-09,"Das unglaubliche Jahr des Washington Football Team","Sport"
2021-01-08,"Fohlenattacke","Geschichte"
2021-01-05,"Der Spieler, für den ein Team absichtlich verliert","Sport"
2021-01-04,"Wenn sich Bayerns Nachlässigkeit rächt","Sport"
